0.998838,-0.012107,-0.046658,-12.260873,0.018917,0.988745,0.148408,1.925676,0.044336,-0.149119,0.987825,11.962351,0.000000,0.000000,0.000000,1.000000
0.998838,-0.012107,-0.046658,10.526370,0.018917,0.988745,0.148408,2.059036,0.044336,-0.149119,0.987825,13.313431,0.000000,0.000000,0.000000,1.000000
0.999953,0.009392,0.002268,-11.949446,-0.009322,0.999527,-0.029303,1.327748,-0.002542,0.029280,0.999568,14.640806,0.000000,0.000000,0.000000,1.000000
0.999958,0.008996,0.001902,12.676326,-0.008937,0.999539,-0.029010,0.167759,-0.002162,0.028992,0.999577,14.091126,0.000000,0.000000,0.000000,1.000000
0.995712,0.091407,-0.014197,-12.619976,-0.092456,0.978534,-0.184181,-3.524557,-0.002943,0.184704,0.982790,11.331138,0.000000,0.000000,0.000000,1.000000
0.995738,0.091289,-0.013154,9.643975,-0.092145,0.978431,-0.184885,-5.558416,-0.004008,0.185309,0.982672,10.423774,0.000000,0.000000,0.000000,1.000000
8.903527
6.995420
6.042138
4.752959
0.998429,-0.040623,-0.038597,-2.492973,0.046069,0.987196,0.152712,-6.840849,0.031900,-0.154251,0.987517,19.283989,0.000000,0.000000,0.000000,1.000000
4.248082
3.409824
4.187718
3.690007
0.996589,0.008982,0.082037,-5.442156,-0.015150,0.997078,0.074874,15.577814,-0.081125,-0.075862,0.993813,10.048766,0.000000,0.000000,0.000000,1.000000
0.996589,0.008982,0.082037,6.501354,-0.015150,0.997078,0.074874,15.745473,-0.081125,-0.075862,0.993813,8.960507,0.000000,0.000000,0.000000,1.000000
0.996355,0.004618,0.085179,-9.665874,-0.010094,0.997900,0.063974,7.514149,-0.084704,-0.064601,0.994310,0.632603,0.000000,0.000000,0.000000,1.000000
0.996359,0.004412,0.085147,8.927572,-0.009876,0.997910,0.063855,7.447863,-0.084688,-0.064463,0.994320,-0.661246,0.000000,0.000000,0.000000,1.000000
0.993838,0.036639,0.104610,-4.911061,-0.028460,0.996497,-0.078637,-0.565545,-0.107125,0.075175,0.991399,9.716634,0.000000,0.000000,0.000000,1.000000
0.993824,0.036941,0.104641,5.422292,-0.028714,0.996456,-0.079067,-0.584819,-0.107191,0.075574,0.991362,9.903137,0.000000,0.000000,0.000000,1.000000
0.993582,0.037103,0.106856,-5.598516,-0.036919,0.999311,-0.003695,5.515606,-0.106920,-0.000274,0.994268,9.947042,0.000000,0.000000,0.000000,1.000000
0.993817,0.037560,0.104480,6.827028,-0.037445,0.999294,-0.003066,5.717457,-0.104522,-0.000866,0.994522,8.888647,0.000000,0.000000,0.000000,1.000000
0.973738,0.134992,0.183335,3.192744,-0.140535,0.989920,0.017527,0.214032,-0.179121,-0.042832,0.982894,11.073498,0.000000,0.000000,0.000000,1.000000
0.966706,0.126795,0.222265,2.620698,-0.133286,0.990973,0.014386,13.232931,-0.218435,-0.043532,0.974880,11.970613,0.000000,0.000000,0.000000,1.000000
0.994239,-0.002512,0.107153,-7.246364,-0.017322,0.982817,0.183766,15.688808,-0.105773,-0.184564,0.977112,-6.289244,0.000000,0.000000,0.000000,1.000000
0.994440,-0.002520,0.105276,6.983928,-0.016864,0.983000,0.182827,15.632559,-0.103947,-0.183586,0.977492,-5.947693,0.000000,0.000000,0.000000,1.000000
0.983590,0.160809,-0.081795,1.644448,-0.120444,0.922822,0.365914,4.921417,0.134325,-0.350057,0.927047,-10.178392,0.000000,0.000000,0.000000,1.000000
0.991304,0.126490,0.036290,-8.649010,-0.120567,0.983526,-0.134683,17.075075,-0.052728,0.129137,0.990224,-11.535787,0.000000,0.000000,0.000000,1.000000
0.991280,0.126542,0.036764,10.807235,-0.120522,0.983444,-0.135325,12.370572,-0.053279,0.129715,0.990119,-9.146906,0.000000,0.000000,0.000000,1.000000
0.993300,-0.040919,0.108079,-1.576087,0.029238,0.993772,0.107531,4.181323,-0.111806,-0.103650,0.988310,-9.326341,0.000000,0.000000,0.000000,1.000000
